age,income,employment_status,credit_limit,balance_to_limit_ratio,marital_status,sex,education_level,inflation_rate,interest_rate,exchange_rate_volatility,unemployment_rate,duration,loan_status,event
45,471.1279176152115,employed,785.2720032667745,0.19977115884535762,married,1,postgrad,56.71855641991863,26.16164302607332,12.367588226025385,13.188959046023589,60,closed,0
19,385.2675986239527,employed,1204.615619713786,0.32373719499724907,married,2,bachelor,114.40190853712312,12.37168795356579,12.826026533138915,10.109303779060683,19,closed,0
59,390.6282117519216,unemployed,1446.1738466007782,0.15229284112134703,divorced,1,bachelor,141.4958354598803,17.015139860494422,19.077971222980814,7.2885748638960886,22,default,1
62,493.4493459568003,employed,825.9840275889871,0.27150653100697675,married,2,postgrad,137.98990803868867,24.1007179706153,6.88512518998218,14.914032853624445,2,default,1
23,391.315045773247,employed,1071.821350160613,0.48509930163334536,single,1,postgrad,121.29798244441713,17.66130658070709,8.932683199235385,16.185305719506893,44,default,1
45,357.43084346456715,employed,1149.9055330908802,0.35969416552293865,divorced,1,postgrad,119.15629951802796,16.00896961820923,20.48742485676582,16.67148266909598,60,closed,0
45,521.2860455383793,employed,1141.6006812757823,0.19668016242726186,divorced,1,bachelor,150.9287133912802,25.092687138251975,9.140330353884027,12.56102316442416,60,default,1
61,449.00455651582894,employed,1022.7865803748263,0.015531497830961472,single,1,high_school,109.96244384250431,13.5524996513801,5.904744923487261,13.877796287918708,8,default,1
61,800.7985977165376,employed,1222.8047255079168,0.2799801593212404,single,1,postgrad,119.38389028072515,18.492100961044475,24.342635940365454,16.109604670085734,29,default,1
37,100.0,employed,1144.6746858041972,0.18606212320601692,divorced,2,postgrad,90.37648414444003,21.643220129024044,8.030911760628973,10.075752629929697,9,closed,0
47,718.3013703844923,employed,628.7012733018107,0.11690970530073955,married,2,postgrad,59.138698874357274,17.130900430449408,15.920596991640847,15.332033052162275,54,active,0
28,749.2170384995259,unemployed,1260.746819316782,0.28672806899006137,divorced,1,high_school,79.48453298501272,23.915778280065872,15.345425963621356,12.826188702429626,8,default,1
45,100.0,employed,1266.1872511800225,0.4524646695830735,divorced,2,high_school,99.72522884396034,17.155615124013156,0.9468584169095813,14.741134957027773,60,closed,0
42,431.46248118393027,employed,771.0141687464255,0.17178147128900662,single,2,postgrad,101.82356117503909,27.043097467229597,13.663414884160956,12.558279062627806,13,default,1
56,425.7118268008417,employed,1011.3813506342806,0.4198229253993504,divorced,1,high_school,157.7885756456618,19.371268512521137,17.24206624739555,15.888770129244005,17,closed,0
50,218.49766105643573,employed,1204.9986978433208,0.23346542109232404,married,2,postgrad,102.43831502773206,23.356350683526767,16.771546907594303,12.670571287624611,60,default,1
18,344.43666248182495,employed,937.2058541261915,0.3430824449809528,single,2,high_school,135.3653033207693,23.730119764914082,19.517603419017508,7.548062821597747,30,active,0
44,277.8848309068343,unemployed,1321.8934143298036,0.4799059691988199,divorced,2,bachelor,86.94768275271052,16.862299986279638,13.06254342547283,16.355779896944167,1,closed,0
69,850.4540886847245,unemployed,1709.161748385808,0.015933791449791294,divorced,2,bachelor,90.64972342704297,9.732567256720557,18.562522210460802,9.157407777083664,34,active,0
30,687.1356786294922,employed,764.2041902095053,0.35244812387156554,married,1,high_school,60.12977088329655,21.803778773319173,11.553354659599641,15.759174630731742,4,default,1
58,754.3110189988317,unemployed,585.6866190538676,0.6577252418827442,divorced,2,bachelor,77.73015961370285,20.361441735624346,7.947662917936125,11.729271355679034,60,default,1
20,644.334412808647,employed,1091.1455786814627,0.5379363637806488,divorced,1,bachelor,115.80944174091259,22.779130137875637,8.511358121593837,15.528032955593119,44,active,0
56,274.18964575655417,employed,1216.468751537843,0.12275555219550162,divorced,1,bachelor,100.226805411824,18.867362638085808,7.689447724022926,15.404305844600295,14,default,1
23,395.09594674404525,employed,930.7400878465693,0.3162967511292953,divorced,2,postgrad,128.28815859691701,17.84786150599642,20.047929839455968,13.290428922946115,41,default,1
25,597.8749122455836,unemployed,1435.9781989963103,0.7182985797189214,married,1,high_school,105.43761845035151,30.042365054908498,7.427132454707217,13.525605952881392,3,default,1
44,255.57443822161093,employed,598.4182600830254,0.2096374939492888,divorced,2,high_school,89.42638805086774,12.63822969244611,16.370194203246516,13.267885851577699,60,closed,0
26,642.5996860344776,employed,1207.8755869094834,0.47984139810788023,divorced,1,high_school,164.44890591360877,23.66975239182119,13.670379029637836,5.958525731156767,60,active,0
54,451.934920368373,employed,818.241753772332,0.30096354758337374,divorced,2,bachelor,97.18289293860859,17.126990709083046,14.486757132746842,12.354990656694607,60,active,0
50,425.0358384900805,employed,1515.813371862189,0.21998463055148423,single,2,postgrad,134.89002909115914,18.32110691129789,21.818036475998497,8.651807471784315,20,default,1
68,642.1919936406982,employed,1597.7546059504355,0.47774106931540994,married,1,high_school,87.96372380365968,18.414485837130172,12.807863163923633,12.513561431236988,19,default,1
59,588.852662297208,unemployed,770.0030236649957,0.4771332841901341,single,2,bachelor,121.28798438150699,15.982828629143714,18.058007807748417,8.571172360850355,1,closed,0
61,427.806766836184,unemployed,835.132859227426,0.13018424985566324,single,2,postgrad,127.8404697745506,22.856121051181198,15.187816756905558,8.445144176321776,52,active,0
41,731.8659606728496,employed,1257.8763660939405,0.5303993887030928,married,2,postgrad,106.25475911726743,26.953217979749788,14.239905471836511,16.814803505261708,38,closed,0
32,283.78733448002055,unemployed,883.8608050631456,0.0053680844501438315,single,2,high_school,29.36551231910194,22.350068306233307,26.499845621932366,15.208342164372569,30,default,1
49,623.1871213888528,employed,986.3766346203286,0.2142283776069361,single,1,high_school,100.54757382568339,20.516909981060476,7.7932912714231515,11.987572245167536,60,default,1
49,618.6202515936768,unemployed,1007.6165261627231,0.29078800334020394,single,1,bachelor,136.91380143279926,15.067797504503767,21.445659177187224,12.554305950747072,9,active,0
41,438.09071213720193,employed,424.0980531407031,0.21064687555536693,married,1,high_school,115.82442499083191,22.584126329122256,18.28203282744986,11.256251922770973,1,default,1
58,565.2266044484236,employed,995.8486761717288,0.2798311894927176,divorced,2,bachelor,113.37516625687739,30.781748158646494,12.60237502684108,13.70962912793857,3,active,0
69,249.7772847229394,employed,793.0816677807478,0.18351478160566112,married,1,postgrad,48.33229198127442,18.096526881024538,23.146592587208062,9.971836900353585,12,active,0
66,684.8054038413802,unemployed,852.0631532800684,0.26322314115715506,married,2,postgrad,78.38634787974823,18.12008210324067,5.759449438057317,14.981220788603872,1,default,1
66,463.0195727114022,employed,1433.0896010406443,0.42006642843461356,married,2,postgrad,112.34072893454316,17.194554345095014,12.391166713504642,11.240739476957668,34,closed,0
69,395.4553958961921,employed,623.047931716223,0.27754244114871157,single,2,postgrad,112.31149830360675,17.552928827527897,8.95758897865462,10.740459012506314,18,default,1
29,709.8018451673779,employed,1243.9615560243933,0.6236265478175447,divorced,1,high_school,136.44000340398708,6.273502231638076,17.0604173243573,12.065139055454528,9,default,1
56,359.13126189144816,employed,916.3111209004575,0.2746747326009883,married,1,high_school,95.65399734561717,22.025176929278565,9.434679494064113,10.226559510223169,60,default,1
19,218.3077407272881,employed,916.0719494512497,0.23117562051690402,married,1,bachelor,112.17472260021442,15.772239118226931,17.165319733706596,12.986047048489448,11,default,1
20,188.67416529521927,employed,1237.1115688155135,0.7501009462025124,divorced,1,bachelor,100.49122725793882,11.948684406041,14.06781792089223,10.3879122320598,58,closed,0
66,621.2019902691279,unemployed,1102.015388370667,0.48770314027533535,divorced,2,bachelor,70.3917179049533,23.765949748662745,12.603230286719578,13.405570808456508,21,default,1
54,243.9141295007434,employed,1171.1838991658592,0.38579893959303424,divorced,1,bachelor,32.32626006715758,14.589911074790319,16.94323623016655,15.64801961673443,35,active,0
66,850.9588363968729,employed,1290.4553981598583,0.06754745429414084,single,1,bachelor,112.9302907639023,18.30665473058121,13.65689188030968,9.842034939575479,60,active,0
34,100.0,employed,900.6074850450032,0.5795435339820293,divorced,1,postgrad,105.21841625238434,27.3322119559429,9.556825784704806,11.608273628114485,1,default,1
66,839.2912736580076,unemployed,816.3289796476749,0.4220781732681007,single,1,postgrad,81.45474873699493,12.953921009877433,29.006864948174893,13.383992139106265,34,default,1
19,542.2034934405236,unemployed,674.4548420326605,0.1076063974617847,married,2,postgrad,51.424808304524056,12.33700882701119,12.564164084854276,10.692427935055779,60,active,0
19,480.6573776259215,employed,752.3768410063135,0.3737010222714219,single,1,bachelor,118.89218543226214,21.34653094781169,3.9119545992399267,13.392961682479996,44,closed,0
45,391.01618263821007,employed,1884.7283275926175,0.13742430887514978,divorced,1,postgrad,92.02239777413344,25.747436820051842,10.789506551393057,13.66619658195522,16,default,1
40,579.8272228704142,employed,1373.403874221036,0.5327875402080797,single,1,postgrad,116.70624167104437,12.128291411340186,8.663616558136349,15.249785328882911,25,default,1
54,492.47305951503034,employed,594.6776901375936,0.5502437465751491,divorced,2,postgrad,155.92145591235277,22.038448684185887,19.13072808020258,10.182029861745264,57,active,0
49,720.6603764033043,unemployed,603.262612976929,0.45279732056725525,single,1,postgrad,35.75707359040885,22.90499769980846,16.60826329795793,9.171674279308576,60,default,1
50,522.845529732408,employed,1144.5598185155475,0.18582648585372022,married,1,high_school,79.01197573892908,9.704197581538399,16.993564008951722,11.077267831308768,2,closed,0
18,530.0603522923756,employed,1164.1794392133902,0.43911412045465,single,1,bachelor,93.7187316006426,23.9925066895361,13.14988767081378,9.0967429813587,3,closed,0
36,427.2775575572288,employed,1164.6651505952093,0.08755286918647076,married,2,bachelor,143.64478522439953,24.383029399210898,13.603248764715392,13.69349461214249,19,active,0
19,488.6108752557865,unemployed,923.5132619338906,0.30255530983062434,divorced,2,high_school,50.90790942380545,18.441072133719878,13.145344481961658,8.514746099470766,13,active,0
61,561.5603537784118,employed,962.3637219991299,0.22692574261383391,married,1,postgrad,158.07583077041812,26.26173181149004,14.594034079322652,18.999049254758063,15,default,1
43,157.9663214686749,employed,1098.3638572478071,0.22079468487527212,divorced,1,postgrad,104.07567704698872,25.682277871624226,19.176667176824175,15.887783584721252,12,default,1
49,230.36291557885738,employed,1025.7679018879992,0.0932182061227306,divorced,2,postgrad,97.11998014798425,20.515589628586024,16.68037706252673,12.037727308800942,10,default,1
23,648.652818804543,unemployed,334.2098881757395,0.29187932762260266,married,2,bachelor,94.0582071034328,17.742773048375334,17.500564148104335,14.602183478993929,6,closed,0
49,534.1730876255883,employed,931.0601108274418,0.12935005514766454,married,2,bachelor,86.91210903459914,15.135860537085215,17.497794541246012,7.089594407067626,60,default,1
21,463.2033327294642,employed,744.5780697219059,0.19306595004172766,single,2,bachelor,131.44350277807465,19.812182453169044,19.422212186908688,19.570119994198674,7,active,0
28,503.68678661307865,employed,1052.5634256725536,0.3841686148129106,single,2,bachelor,67.94437737752683,22.848794598520897,16.440750207701274,10.229356163398531,11,closed,0
34,569.5163410723342,employed,1895.577700781023,0.2900182703688738,married,1,bachelor,110.36242544931561,18.379115694796795,16.794240363394593,11.638507758301921,14,active,0
55,392.0480639381277,employed,1110.2444996422914,0.19685360478657662,married,1,high_school,88.47455002879073,9.01249497368985,20.944031205965782,6.43220013843469,60,closed,0
41,344.3390549195375,employed,905.9410941482806,0.1316670998839262,married,1,bachelor,77.13599654457707,26.34356947288285,11.67477040998444,13.458861914222684,60,default,1
22,539.1690510195363,employed,1276.5404505931756,0.34576405728229137,married,1,postgrad,177.57925527051685,20.95111610922447,10.721287100242463,8.680967528768672,60,closed,0
69,304.3254444769936,employed,1144.8063661627639,0.35987407068966043,divorced,2,bachelor,112.5715220426038,18.10187751661583,9.07039200406572,12.304967284698087,5,active,0
51,581.6505511428944,employed,1126.0283471355524,0.16974687545557585,married,2,high_school,118.39796633983431,24.285791942116443,15.914572818101279,10.367176701226386,60,active,0
23,159.48327915243192,unemployed,1182.0551779647012,0.20723311870103758,married,2,postgrad,134.13330342005986,27.62319298241378,5.731338793904383,8.76676819520897,26,default,1
39,705.8311274651287,employed,1616.9630694488624,0.2979050442506653,married,2,high_school,57.35950164044358,5.990442152560542,17.310770480298387,9.586915494712148,15,default,1
28,594.5194964826086,unemployed,660.7334694022253,0.12899233875418872,married,2,postgrad,152.56875727366094,22.17131824961036,14.454034527497237,12.677364102256563,42,default,1
65,551.2059468627751,employed,1142.0896230434364,0.3257121702747576,divorced,1,bachelor,24.731284645147724,12.866753945948265,20.673198499105283,8.155527081393526,60,closed,0
33,696.5381967891028,employed,722.0856610055384,0.11183973069886616,single,1,high_school,76.93700769884438,22.495552533994704,11.640413447675048,9.75356498692927,60,closed,0
50,833.0948888925153,employed,1166.6537939026746,0.14440003664758458,single,1,postgrad,86.229049804633,20.639636011872895,13.983408572912467,13.989820143793434,60,default,1
26,702.874013003626,employed,724.3940465541716,0.007274704741306602,single,1,bachelor,117.45170094911518,23.17863263220275,20.611016666466845,19.80743962462294,60,active,0
23,131.82515373367096,employed,874.7899559184747,0.13863910240454763,single,1,postgrad,106.56154798424463,17.503761927526725,21.915678233890763,13.432766458659014,13,default,1
33,244.0846066528597,employed,911.473025728628,0.0468492653975621,single,2,high_school,94.9955577790482,10.633799440904241,11.5992381712409,9.248215073468138,27,default,1
46,375.03628446086424,employed,1292.7450158034126,0.20079260746707878,divorced,2,high_school,99.64007966116829,17.748159043716658,15.9089061629358,10.898657489783067,1,default,1
20,505.21821004216673,unemployed,1275.536333182724,0.17154965153338303,single,2,high_school,70.65930929432295,22.034238175698917,16.47209488842024,12.094767018457734,60,closed,0
37,603.5318040938246,employed,626.2847870660846,0.05177184339479075,divorced,2,high_school,55.0830281654748,25.076961643376116,16.86826702810574,10.951725148092878,8,active,0
53,354.8512373693069,unemployed,1016.4802332999546,0.27036668637481137,divorced,2,bachelor,121.79534867008181,14.140843497637373,13.687121703421889,14.7091745002108,60,active,0
36,537.3533528954157,employed,787.1260435752482,0.5279243840181365,single,1,postgrad,120.81118337608555,25.135302134365087,21.406916990618175,12.652420449042674,19,active,0
43,348.9234135293355,employed,622.4485267973996,0.6678969467219104,single,1,bachelor,147.53483125471178,16.760638551767393,5.551482581892273,14.72355715472961,22,default,1
20,377.69643940161035,employed,934.8948848726889,0.06144969359913295,single,1,high_school,76.29948709554375,21.812249407972633,12.89434882599458,11.056668629107111,1,default,1
36,218.66778063035554,employed,907.455163463254,0.3090567782564249,married,2,postgrad,120.78445630902768,17.450530235671835,17.239653663864736,15.97650065916377,19,default,1
37,315.3533507778192,employed,1728.0149459036566,0.3527065663574891,divorced,2,high_school,91.48879814905804,20.91085313856051,17.28612405974672,11.500543247155363,60,active,0
49,229.66307887673327,employed,1129.8879476082088,0.40359326057619216,single,2,bachelor,135.71424955580446,24.459388172851373,21.763795153073815,9.086430392586024,1,active,0
24,304.8253494045334,employed,586.7147497737288,0.21443261539524658,married,2,bachelor,130.65888330034426,13.86492961355732,20.991126966006433,18.531961143126665,26,active,0
69,710.728359321568,employed,830.5677987487173,0.34084369794317704,divorced,1,bachelor,106.3362819767337,16.600470516265844,13.57229187346388,6.525066759116649,1,default,1
58,310.1202222336114,employed,1306.4149886288196,0.41236108761951057,married,2,postgrad,89.8140953000204,20.924812936710435,21.499356217653023,9.783783824085218,23,active,0
50,1026.4764129674782,unemployed,1626.5328318609775,0.5724359543433041,married,1,postgrad,128.82796535824784,32.00791830515176,11.429791281112726,10.118916444508816,9,active,0
57,598.6635801761779,unemployed,524.2050063286125,0.2929788735913856,single,2,high_school,119.40713569769697,15.68405143916586,19.654436913959188,19.52491881916969,14,closed,0
56,536.9672247389748,employed,436.02268445828645,0.03928016313148428,divorced,1,postgrad,79.46678793741452,30.200669429984593,24.052612392104965,17.420576652439536,60,default,1
35,328.3284439637573,employed,1561.2895526115346,0.22325775316575855,married,2,postgrad,60.166039795617074,30.022116518375853,21.074720534274846,16.481784430926595,28,default,1
57,640.0619758817983,employed,1116.8842532112712,0.3399068359357701,divorced,2,bachelor,91.34401297954611,19.513444246492043,15.528851917620615,11.008024012871005,15,active,0
18,384.8724347524452,employed,739.5121804370901,0.18368118718776022,single,1,high_school,145.46241446044627,18.5092373690005,13.341106141139388,19.278534011525323,44,default,1
28,524.4019629290723,unemployed,1160.3887258367306,0.3885662769655529,divorced,1,bachelor,134.39461476199114,16.53967400667654,7.357043518703569,13.105056011522914,7,default,1
45,1012.016907653759,employed,209.2756782949367,0.08462733526759525,married,2,high_school,66.63017590988258,19.658987348336655,16.55269818957102,14.931790110909366,15,active,0
42,480.78802005507004,employed,1001.0126519791482,0.6434052833138456,married,1,high_school,64.96727752300237,12.96640283720221,9.423913860145404,12.53908614331862,39,active,0
67,729.8546652571351,employed,1098.3463518529256,0.17970506049704416,divorced,2,postgrad,138.24051549038458,19.61880491339701,11.034326681930317,11.851600286030246,13,closed,0
40,359.3647149748225,employed,1277.281041861349,0.0990454947431122,married,2,bachelor,65.93092285726513,27.48440136925428,9.046270996316643,11.244663978220862,56,closed,0
48,493.0023019006077,employed,695.8312143122387,0.1320147770620504,married,1,postgrad,115.27885970926023,16.944574687616413,12.698038336716724,11.371080019742513,33,active,0
47,854.160127127102,unemployed,1025.7061484210078,0.4865241768823066,married,2,postgrad,81.51786353991028,18.796378480054745,14.860152927565089,13.825474946034237,60,default,1
59,374.60658844244654,employed,722.3726121821238,0.14214708714319613,single,2,postgrad,148.51134773565047,11.49429762866379,16.368072905828527,13.101599396326165,60,closed,0
52,862.4897115993858,employed,1076.6151267022951,0.3203225821877145,single,1,high_school,76.88725602586364,21.870310440655217,11.997466822930184,11.905585889388949,6,active,0
24,641.5503870910951,unemployed,731.3961032910927,0.5834896095027,married,2,bachelor,134.30084590617486,21.32240842475687,20.346418531975914,16.528571978096565,20,default,1
33,387.50664482114644,employed,877.5697482519338,0.12776866366844378,divorced,2,bachelor,105.54575962181094,20.318511798828855,13.95897371005017,3.0997407937778085,19,closed,0
43,626.4815478111042,employed,701.2553815629312,0.5111639862554721,single,2,postgrad,107.56584562702861,18.915864748889284,11.061387833672404,13.529661743763585,8,closed,0
65,694.510889925346,employed,1195.3408725470972,0.40875435210312244,divorced,2,high_school,40.89074255945797,18.536210406137727,16.131461336217182,14.153216119976939,60,default,1
69,624.3619924434392,employed,1257.5353349969996,0.04062935717394039,married,1,bachelor,33.91259940382844,22.50950116850336,24.81776416771908,15.440888604765508,60,active,0
66,185.95505602190872,unemployed,929.6138290127759,0.43840097094062275,married,1,bachelor,93.38302179198058,19.855916992056883,16.67580283267559,11.805385676839917,33,active,0
19,354.57256483502624,employed,1011.4713984880085,0.44352682389611603,divorced,1,postgrad,107.40718190249835,21.57485935777666,13.185721863131965,12.623760202151873,38,closed,0
18,450.49627288969907,unemployed,565.4225756099368,0.035930195465749236,single,2,high_school,66.2440651678683,21.074914087272738,7.36269321940648,14.957845149944163,3,closed,0
65,485.11331417999077,employed,910.0970055979639,0.25996915860043185,divorced,1,postgrad,67.33919768570973,25.61713643547881,13.902938395139648,16.47349921284054,40,default,1
29,624.1344195101356,unemployed,984.9386148874765,0.2884957018176471,divorced,1,bachelor,116.844178894784,23.38497048687527,16.174640625440578,11.098392044463695,60,default,1
22,535.5402001866507,employed,1786.2379273089925,0.20906870283677964,married,1,high_school,116.88563441371392,20.96430921575095,13.06209554372215,12.80092734938268,42,default,1
54,232.93112825797976,unemployed,666.4098922677509,0.18510293303371547,single,2,postgrad,95.86776818836219,27.592110153260897,6.6730768087950025,17.035721893046272,15,default,1
49,576.0395702011926,employed,1439.2531716257313,0.07187748488844417,divorced,1,bachelor,123.40605163558226,22.101342645282806,10.74717305248283,5.627918772363447,55,closed,0
26,622.1171490567647,unemployed,1299.0576320397424,0.34772456456415163,single,1,postgrad,64.7739311283956,26.524813443952095,22.272692304438788,9.929962200556243,22,default,1
58,611.958089586208,employed,1084.190921347041,0.009063576455491072,married,2,postgrad,89.32195248739087,23.034713041933188,22.170005018652304,16.39750793580889,39,default,1
52,716.1561451109244,employed,1527.58614525854,0.2707572855994038,single,2,postgrad,149.4363281735102,10.790404605342285,10.56680415397701,15.27761350082491,33,active,0
36,666.7844309097808,unemployed,1111.631641782059,0.2061700110820898,married,2,high_school,102.04966389819452,26.524173816596647,18.36378393599711,13.567335632780082,23,default,1
65,591.8360158456874,employed,1116.7477587003787,0.23538928965900957,single,2,bachelor,103.78937543760998,20.675881206713346,9.107136076149132,10.65420938067264,60,default,1
33,485.9668577082706,unemployed,984.0638040947364,0.37027859563450843,divorced,2,bachelor,169.1783975790322,19.74022614549611,22.02158140997476,9.35454450304374,60,active,0
20,167.80781329680173,employed,1367.0706647255884,0.20744051778707873,married,2,bachelor,58.01973502453688,21.406741737447884,16.226179239471183,10.22635314227288,1,closed,0
37,585.9236438265172,employed,1328.9407701432651,0.33200075489313624,divorced,1,bachelor,123.89291099926331,18.275084190214663,19.748207493082667,16.644024662456076,60,default,1
41,541.5375374326222,employed,812.2968137511363,0.24355644163812606,married,1,high_school,149.919588394243,21.135144301944727,6.424533264087305,10.11467193253396,35,closed,0
50,554.3157674390746,employed,604.2258416203698,0.18292874408417037,single,2,postgrad,90.25426220504362,17.04061966828454,18.388185509624442,12.304268892718973,60,active,0
41,244.65028483593812,employed,939.1058087813029,0.26544838867192205,single,2,bachelor,125.78892360564538,26.37136129367185,14.961629681577483,9.738877065414762,60,default,1
69,283.7886919183475,employed,759.9884306807061,0.3712972710645472,married,1,high_school,70.53941508367285,19.43205943189475,19.259645353954213,14.528322090297081,31,active,0
28,710.6305706665808,employed,980.9426276153935,0.3393430997282359,married,2,postgrad,79.39802813297945,18.087080786387833,19.57433899048925,10.383821158960677,60,closed,0
66,492.088969228669,employed,1371.2314404052418,0.01610866484751807,married,2,high_school,111.54899248142902,15.375370921403631,15.328923447373747,11.707218329536758,9,active,0
25,636.3001394745249,employed,862.809503473963,0.3700401819965376,single,1,high_school,123.9570001933177,21.343878945743207,11.995851804520427,6.949853600871523,8,default,1
53,505.6636752260922,employed,987.1529856065275,0.3093305217887315,married,2,bachelor,133.62809537218737,20.93553550062546,18.898480910897472,7.1598952913851805,53,default,1
55,505.95122789914905,employed,1017.4068204425186,0.034376929980175934,married,2,bachelor,147.08885760818478,21.94212306838753,14.699227502974361,12.023019579964519,60,default,1
57,687.6567611951996,employed,1254.5292646615853,0.4080696401915166,divorced,1,postgrad,97.97660324334454,14.863740562474355,10.636075232361787,8.024528534406715,60,closed,0
37,396.79105435652525,employed,325.9331998046184,0.28691050458305856,married,1,postgrad,135.80835265517766,11.994094005942134,10.399238842711572,18.315259918003505,51,closed,0
52,519.2241553881967,unemployed,817.989911570411,0.6273568756267822,divorced,1,bachelor,89.73085469652553,23.127956512532798,7.6141779184380916,5.815430663663252,37,active,0
65,407.5449422589915,unemployed,1063.3851076838419,0.13000318586576287,divorced,1,high_school,127.06273934764803,27.42320930938254,12.448544202184683,9.599474104007687,20,active,0
42,413.1007545135369,employed,1360.0236869280584,0.36834962922318115,divorced,1,bachelor,106.22466393556546,14.86823188805052,20.51346023037189,12.050102601802651,60,active,0
52,438.1655753062721,employed,852.4292657481385,0.20681781732201704,single,2,postgrad,113.37033721245771,27.94720641780849,15.88914899852717,10.904601186612647,19,active,0
42,544.4267543267425,unemployed,437.03418818743773,0.5017603426553671,divorced,2,high_school,112.70523622066112,21.419555293681903,12.351161470384797,8.687563630008242,60,closed,0
46,404.25027566730455,employed,1185.9134337898408,0.25704534872496765,married,2,high_school,51.858849706065634,19.96468547724585,19.0242796909004,9.126216481514195,37,closed,0
35,751.1512251147042,employed,809.3912833523112,0.6041340990775811,single,2,high_school,66.2763442341768,18.01225651727111,10.837616891383057,9.028037767502283,46,active,0
63,321.07853955609926,employed,643.1000022728916,0.07846811578243269,single,2,bachelor,103.07624319452567,13.077409902875017,15.476751371663893,11.139834915539812,25,default,1
35,462.62567116772817,employed,812.6963830860327,0.29559458383927883,single,1,bachelor,49.381627610764944,24.938642579623,14.101848136372423,17.85578726855227,60,default,1
19,412.053788345165,employed,944.6423927032452,0.36847770164693944,single,2,postgrad,124.93633309599267,16.121968192811984,18.89565312794176,12.233811889674628,42,active,0
52,789.3955768707466,employed,818.5766006385362,0.39310715634519816,single,2,high_school,126.14667898864425,16.100966621311997,7.113858145402496,15.548701468162571,60,default,1
33,539.3109553023149,unemployed,338.33018287027926,0.529186384271065,single,2,high_school,109.8151165863337,24.959631549434775,10.749011270926722,13.520929037484425,1,default,1
58,706.3689078937269,unemployed,1269.1198590661397,0.30996582592299404,single,2,bachelor,66.36597961726233,10.585082766641367,6.808771704527333,15.341587193946662,42,default,1
53,202.8879253926056,employed,1382.4625123836167,0.0567761306426929,divorced,2,postgrad,141.40416816605546,12.382010946659166,13.70201639095365,3.6001070922192433,60,default,1
50,553.4100531738518,employed,1195.4565974018517,0.15550031250253407,married,1,postgrad,161.11631919155073,19.909328782459593,21.05713751816215,11.086625936555311,60,default,1
21,677.9261591246874,unemployed,658.694298872555,0.0949941831727461,married,2,high_school,104.41230482337922,21.46642214502426,12.472763951732365,15.921406269452142,60,active,0
50,516.4567978550848,employed,939.5525398157446,0.6594625321905624,divorced,2,bachelor,115.3160613535371,22.423673239844618,12.446580309021746,10.284792531751998,1,closed,0
31,713.0960750130703,employed,998.0436054311626,0.23492957049674604,divorced,2,high_school,106.05215964388131,18.491007533018735,19.358622120920682,17.287419494608837,1,default,1
38,396.54230997992556,employed,1179.6383168685732,0.2024783509487901,single,2,bachelor,115.91107566996398,32.65184834320845,20.342747792276498,16.451670461303284,31,closed,0
65,781.869488037116,unemployed,1200.5021466154242,0.34119850118462985,single,2,postgrad,96.41323730120811,18.86053720617083,14.55714466365605,10.592607851617613,1,default,1
37,959.77962472385,employed,779.7478603664513,0.3712930873250693,divorced,2,high_school,98.9630728046859,18.84606923948639,18.42357427024946,10.49050944286093,60,closed,0
25,427.4322879120682,unemployed,1024.598666924068,0.2579043518687058,single,1,high_school,127.17152801492097,16.015066655930614,9.615227295610268,8.959182472936593,12,closed,0
24,410.8994957198456,unemployed,1137.1841213845723,0.32843642335088175,married,2,high_school,170.3687248568932,20.619534082605355,21.88987166962707,10.111217304408607,31,default,1
20,790.6768954235401,employed,1436.74669664403,0.4197319573933808,married,1,postgrad,57.99786296794784,23.074806160233873,25.74353146968526,8.302232807493255,3,default,1
34,815.9144291461425,employed,1211.3519619474168,0.13084133584036514,single,1,high_school,96.885625467911,26.0178902726673,17.606078955943623,13.286433541299017,36,closed,0
50,395.4279945693463,employed,1236.7170062126556,0.32750574850149805,single,2,postgrad,64.58618544303754,12.55357867779891,4.578341893285998,7.6318605199607,23,default,1
65,415.96263658082853,employed,1025.1479883788083,0.3090666018759184,single,2,bachelor,147.7607469572825,18.770023308221496,12.208848688011079,13.811199048570666,2,closed,0
29,443.64307822789857,employed,1423.1377435610511,0.4432956418443808,married,2,postgrad,82.36786092040305,22.23351805404572,18.064126608346605,13.884236090700746,20,default,1
68,231.10989779314457,employed,1122.9288387878491,0.45195397183953334,single,1,bachelor,56.70397618642618,22.935287672972677,12.892585014168187,7.016386784448232,24,default,1
39,316.26961070316037,employed,741.6736269479288,0.17662501625710236,divorced,2,postgrad,119.1456099654572,20.032743289022697,21.360992771250487,16.649455818985018,60,active,0
39,299.1718466495864,unemployed,1421.0109910375572,0.06628959192412616,single,2,postgrad,152.32933344229332,22.71211984766051,17.940786322179328,13.540827883245665,11,active,0
63,346.44048697917435,employed,1209.3709817617082,0.2660565893616861,divorced,2,high_school,119.90793605682288,15.955180535370998,11.467622496171018,14.249094064334606,39,closed,0
47,493.0630225226438,employed,867.0867936614553,0.350135842218205,single,1,postgrad,106.14393631845752,27.789527161591785,15.161324053856264,9.724004395371683,60,default,1
55,546.8429465073042,employed,856.152109780227,0.5160959312188699,single,1,high_school,112.27422768327982,24.963140514897148,10.530833896804548,13.867137355419356,60,active,0
